Client,1561399901768,2,1
Server,1561399901771,2,2
Server,1561399901775,2,3
Client,1561399901794,2,4
Client,1561399901796,2,1
Server,1561399901798,2,2
Server,1561399901799,2,3
Client,1561399901801,2,4
Client,1561399901802,2,1
Server,1561399901804,2,2
Server,1561399901805,2,3
Client,1561399901807,2,4
Client,1561399901808,2,1
Server,1561399901810,2,2
Server,1561399901811,2,3
Client,1561399901812,2,4
Client,1561399901814,2,1
Server,1561399901815,2,2
Server,1561399901817,2,3
Client,1561399901819,2,4
Client,1561399901820,2,1
Server,1561399901822,2,2
Server,1561399901823,2,3
Client,1561399901825,2,4
Client,1561399901827,2,1
Server,1561399901829,2,2
Server,1561399901830,2,3
Client,1561399901832,2,4
Client,1561399901833,2,1
Server,1561399901835,2,2
Server,1561399901836,2,3
Client,1561399901838,2,4
Client,1561399901839,2,1
Server,1561399901841,2,2
Server,1561399901842,2,3
Client,1561399901844,2,4
Client,1561399901845,2,1
Server,1561399901846,2,2
Server,1561399901848,2,3
Client,1561399901849,2,4
Client,1561399901850,2,1
Server,1561399901851,2,2
Server,1561399901853,2,3
Client,1561399901854,2,4
Client,1561399901855,2,1
Server,1561399901857,2,2
Server,1561399901858,2,3
Client,1561399901859,2,4
Client,1561399901860,2,1
Server,1561399901862,2,2
Server,1561399901863,2,3
Client,1561399901864,2,4
Client,1561399901865,2,1
Server,1561399901867,2,2
Server,1561399901868,2,3
Client,1561399901869,2,4
Client,1561399901870,2,1
Server,1561399901871,2,2
Server,1561399901872,2,3
Client,1561399901874,2,4
Client,1561399901875,2,1
Server,1561399901877,2,2
Server,1561399901878,2,3
Client,1561399901879,2,4
Client,1561399901880,2,1
Server,1561399901882,2,2
Server,1561399901883,2,3
Client,1561399901884,2,4
Client,1561399901885,2,1
Server,1561399901887,2,2
Server,1561399901888,2,3
Client,1561399901889,2,4
Client,1561399901890,2,1
Server,1561399901891,2,2
Server,1561399901892,2,3
Client,1561399901894,2,4
Client,1561399901895,2,1
Server,1561399901896,2,2
Server,1561399901897,2,3
Client,1561399901898,2,4
Client,1561399901900,2,1
Server,1561399901901,2,2
Server,1561399901902,2,3
Client,1561399901903,2,4
Client,1561399901905,2,1
Server,1561399901906,2,2
Server,1561399901907,2,3
Client,1561399901908,2,4
Client,1561399901909,2,1
Server,1561399901911,2,2
Server,1561399901912,2,3
Client,1561399901913,2,4
Client,1561399901914,2,1
Server,1561399901915,2,2
Server,1561399901916,2,3
Client,1561399901918,2,4
Client,1561399901919,2,1
Server,1561399901920,2,2
Server,1561399901921,2,3
Client,1561399901922,2,4
Client,1561399901923,2,1
Server,1561399901925,2,2
Server,1561399901926,2,3
Client,1561399901927,2,4
Client,1561399901929,2,1
Server,1561399901930,2,2
Server,1561399901931,2,3
Client,1561399901933,2,4
Client,1561399901934,2,1
Server,1561399901935,2,2
Server,1561399901936,2,3
Client,1561399901937,2,4
Client,1561399901938,2,1
Server,1561399901940,2,2
Server,1561399901941,2,3
Client,1561399901942,2,4
Client,1561399901943,2,1
Server,1561399901944,2,2
Server,1561399901945,2,3
Client,1561399901946,2,4
Client,1561399901948,2,1
Server,1561399901950,2,2
Server,1561399901951,2,3
Client,1561399901952,2,4
Client,1561399901953,2,1
Server,1561399901955,2,2
Server,1561399901956,2,3
Client,1561399901957,2,4
Client,1561399901958,2,1
Server,1561399901960,2,2
Server,1561399901961,2,3
Client,1561399901962,2,4
Client,1561399901964,2,1
Server,1561399901966,2,2
Server,1561399901967,2,3
Client,1561399901968,2,4
Client,1561399901970,2,1
Server,1561399901971,2,2
Server,1561399901972,2,3
Client,1561399901974,2,4
Client,1561399901975,2,1
Server,1561399901976,2,2
Server,1561399901978,2,3
Client,1561399901979,2,4
Client,1561399901985,2,1
Server,1561399901987,2,2
Server,1561399901988,2,3
Client,1561399901989,2,4
Client,1561399901990,2,1
Server,1561399901991,2,2
Server,1561399901992,2,3
Client,1561399901993,2,4
Client,1561399901994,2,1
Server,1561399901995,2,2
Server,1561399901997,2,3
Client,1561399901998,2,4
Client,1561399901999,2,1
Server,1561399902000,2,2
Server,1561399902001,2,3
Client,1561399902003,2,4
Client,1561399902004,2,1
Server,1561399902005,2,2
Server,1561399902006,2,3
Client,1561399902007,2,4
Client,1561399902008,2,1
Server,1561399902010,2,2
Server,1561399902011,2,3
Client,1561399902012,2,4
Client,1561399902013,2,1
Server,1561399902015,2,2
Server,1561399902015,2,3
Client,1561399902017,2,4
Client,1561399902018,2,1
Server,1561399902020,2,2
Server,1561399902020,2,3
Client,1561399902022,2,4
Client,1561399902023,2,1
Server,1561399902024,2,2
Server,1561399902025,2,3
Client,1561399902027,2,4
Client,1561399902028,2,1
Server,1561399902029,2,2
Server,1561399902030,2,3
Client,1561399902032,2,4
Client,1561399902033,2,1
Server,1561399902034,2,2
Server,1561399902035,2,3
Client,1561399902036,2,4
Client,1561399902037,2,1
Server,1561399902038,2,2
Server,1561399902038,2,3
Client,1561399902039,2,4
Client,1561399902040,2,1
Server,1561399902042,2,2
Server,1561399902043,2,3
Client,1561399902044,2,4
Client,1561399902046,2,1
Server,1561399902047,2,2
Server,1561399902048,2,3
Client,1561399902050,2,4
Client,1561399902052,2,1
Server,1561399902054,2,2
Server,1561399902055,2,3
Client,1561399902056,2,4
Client,1561399902057,2,1
Server,1561399902059,2,2
Server,1561399902060,2,3
Client,1561399902061,2,4
Client,1561399902062,2,1
Server,1561399902064,2,2
Server,1561399902064,2,3
Client,1561399902066,2,4
Client,1561399902067,2,1
Server,1561399902068,2,2
Server,1561399902069,2,3
Client,1561399902070,2,4
Client,1561399902071,2,1
Server,1561399902073,2,2
Server,1561399902074,2,3
Client,1561399902075,2,4
Client,1561399902076,2,1
Server,1561399902077,2,2
Server,1561399902078,2,3
Client,1561399902079,2,4
Client,1561399902081,2,1
Server,1561399902082,2,2
Server,1561399902083,2,3
Client,1561399902084,2,4
Client,1561399902085,2,1
Server,1561399902087,2,2
Server,1561399902088,2,3
Client,1561399902089,2,4
Client,1561399902090,2,1
Server,1561399902092,2,2
Server,1561399902093,2,3
Client,1561399902094,2,4
Client,1561399902095,2,1
Server,1561399902096,2,2
Server,1561399902097,2,3
Client,1561399902098,2,4
Client,1561399902099,2,1
Server,1561399902101,2,2
Server,1561399902102,2,3
Client,1561399902103,2,4
Client,1561399902104,2,1
Server,1561399902106,2,2
Server,1561399902107,2,3
Client,1561399902108,2,4
Client,1561399902109,2,1
Server,1561399902110,2,2
Server,1561399902111,2,3
Client,1561399902112,2,4
Client,1561399902113,2,1
Server,1561399902114,2,2
Server,1561399902115,2,3
Client,1561399902117,2,4
Client,1561399902118,2,1
Server,1561399902119,2,2
Server,1561399902120,2,3
Client,1561399902121,2,4
Client,1561399902122,2,1
Server,1561399902123,2,2
Server,1561399902124,2,3
Client,1561399902125,2,4
Client,1561399902126,2,1
Server,1561399902128,2,2
Server,1561399902129,2,3
Client,1561399902130,2,4
Client,1561399902131,2,1
Server,1561399902132,2,2
Server,1561399902133,2,3
Client,1561399902135,2,4
Client,1561399902136,2,1
Server,1561399902138,2,2
Server,1561399902139,2,3
Client,1561399902140,2,4
Client,1561399902141,2,1
Server,1561399902143,2,2
Server,1561399902144,2,3
Client,1561399902146,2,4
Client,1561399902147,2,1
Server,1561399902149,2,2
Server,1561399902150,2,3
Client,1561399902152,2,4
Client,1561399902153,2,1
Server,1561399902155,2,2
Server,1561399902156,2,3
Client,1561399902158,2,4
Client,1561399902159,2,1
Server,1561399902161,2,2
Server,1561399902163,2,3
Client,1561399902164,2,4
Client,1561399902166,2,1
Server,1561399902168,2,2
Server,1561399902169,2,3
Client,1561399902171,2,4
Client,1561399902172,2,1
Server,1561399902174,2,2
Server,1561399902175,2,3
Client,1561399902177,2,4
Client,1561399902178,2,1
Server,1561399902180,2,2
Server,1561399902181,2,3
Client,1561399902183,2,4
Client,1561399902184,2,1
Server,1561399902186,2,2
Server,1561399902187,2,3
Client,1561399902189,2,4
Client,1561399902190,2,1
Server,1561399902192,2,2
Server,1561399902193,2,3
Client,1561399902195,2,4
Client,1561399902196,2,1
Server,1561399902200,2,2
Server,1561399902201,2,3
Client,1561399902203,2,4
Client,1561399902204,2,1
Server,1561399902206,2,2
Server,1561399902207,2,3
Client,1561399902208,2,4
Client,1561399902209,2,1
Server,1561399902211,2,2
Server,1561399902212,2,3
Client,1561399902214,2,4
Client,1561399902215,2,1
Server,1561399902217,2,2
Server,1561399902218,2,3
Client,1561399902219,2,4
Client,1561399902220,2,1
Server,1561399902222,2,2
Server,1561399902223,2,3
Client,1561399902224,2,4
Client,1561399902225,2,1
Server,1561399902227,2,2
Server,1561399902228,2,3
Client,1561399902229,2,4
Client,1561399902230,2,1
Server,1561399902232,2,2
Server,1561399902233,2,3
