Client,1561399977523,5,1
Server,1561399977526,5,2
Server,1561399977529,5,3
Client,1561399977538,5,4
Client,1561399977539,5,1
Server,1561399977541,5,2
Server,1561399977543,5,3
Client,1561399977546,5,4
Client,1561399977547,5,1
Server,1561399977548,5,2
Server,1561399977550,5,3
Client,1561399977553,5,4
Client,1561399977555,5,1
Server,1561399977556,5,2
Server,1561399977557,5,3
Client,1561399977559,5,4
Client,1561399977561,5,1
Server,1561399977562,5,2
Server,1561399977564,5,3
Client,1561399977565,5,4
Client,1561399977566,5,1
Server,1561399977568,5,2
Server,1561399977569,5,3
Client,1561399977571,5,4
Client,1561399977572,5,1
Server,1561399977573,5,2
Server,1561399977574,5,3
Client,1561399977576,5,4
Client,1561399977578,5,1
Server,1561399977580,5,2
Server,1561399977581,5,3
Client,1561399977584,5,4
Client,1561399977585,5,1
Server,1561399977587,5,2
Server,1561399977588,5,3
Client,1561399977590,5,4
Client,1561399977591,5,1
Server,1561399977593,5,2
Server,1561399977594,5,3
Client,1561399977596,5,4
Client,1561399977598,5,1
Server,1561399977599,5,2
Server,1561399977601,5,3
Client,1561399977603,5,4
Client,1561399977604,5,1
Server,1561399977606,5,2
Server,1561399977607,5,3
Client,1561399977609,5,4
Client,1561399977611,5,1
Server,1561399977612,5,2
Server,1561399977613,5,3
Client,1561399977616,5,4
Client,1561399977617,5,1
Server,1561399977619,5,2
Server,1561399977621,5,3
Client,1561399977623,5,4
Client,1561399977624,5,1
Server,1561399977625,5,2
Server,1561399977626,5,3
Client,1561399977628,5,4
Client,1561399977629,5,1
Server,1561399977631,5,2
Server,1561399977632,5,3
Client,1561399977634,5,4
Client,1561399977635,5,1
Server,1561399977636,5,2
Server,1561399977637,5,3
Client,1561399977639,5,4
Client,1561399977640,5,1
Server,1561399977641,5,2
Server,1561399977642,5,3
Client,1561399977645,5,4
Client,1561399977647,5,1
Server,1561399977648,5,2
Server,1561399977650,5,3
Client,1561399977652,5,4
Client,1561399977653,5,1
Server,1561399977654,5,2
Server,1561399977655,5,3
Client,1561399977657,5,4
Client,1561399977658,5,1
Server,1561399977660,5,2
Server,1561399977661,5,3
Client,1561399977663,5,4
Client,1561399977664,5,1
Server,1561399977666,5,2
Server,1561399977667,5,3
Client,1561399977669,5,4
Client,1561399977670,5,1
Server,1561399977671,5,2
Server,1561399977673,5,3
Client,1561399977674,5,4
Client,1561399977676,5,1
Server,1561399977677,5,2
Server,1561399977679,5,3
Client,1561399977682,5,4
Client,1561399977683,5,1
Server,1561399977685,5,2
Server,1561399977686,5,3
Client,1561399977689,5,4
Client,1561399977690,5,1
Server,1561399977692,5,2
Server,1561399977693,5,3
Client,1561399977695,5,4
Client,1561399977697,5,1
Server,1561399977698,5,2
Server,1561399977700,5,3
Client,1561399977701,5,4
Client,1561399977702,5,1
Server,1561399977704,5,2
Server,1561399977705,5,3
Client,1561399977708,5,4
Client,1561399977709,5,1
Server,1561399977711,5,2
Server,1561399977712,5,3
Client,1561399977714,5,4
Client,1561399977716,5,1
Server,1561399977717,5,2
Server,1561399977718,5,3
Client,1561399977720,5,4
Client,1561399977721,5,1
Server,1561399977723,5,2
Server,1561399977724,5,3
Client,1561399977726,5,4
Client,1561399977727,5,1
Server,1561399977729,5,2
Server,1561399977730,5,3
Client,1561399977731,5,4
Client,1561399977732,5,1
Server,1561399977734,5,2
Server,1561399977735,5,3
Client,1561399977736,5,4
Client,1561399977737,5,1
Server,1561399977739,5,2
Server,1561399977741,5,3
Client,1561399977742,5,4
Client,1561399977744,5,1
Server,1561399977745,5,2
Server,1561399977747,5,3
Client,1561399977749,5,4
Client,1561399977750,5,1
Server,1561399977751,5,2
Server,1561399977752,5,3
Client,1561399977754,5,4
Client,1561399977757,5,1
Server,1561399977759,5,2
Server,1561399977761,5,3
Client,1561399977763,5,4
Client,1561399977764,5,1
Server,1561399977765,5,2
Server,1561399977767,5,3
Client,1561399977768,5,4
Client,1561399977770,5,1
Server,1561399977771,5,2
Server,1561399977772,5,3
Client,1561399977775,5,4
Client,1561399977776,5,1
Server,1561399977778,5,2
Server,1561399977779,5,3
Client,1561399977781,5,4
Client,1561399977783,5,1
Server,1561399977784,5,2
Server,1561399977785,5,3
Client,1561399977787,5,4
Client,1561399977788,5,1
Server,1561399977790,5,2
Server,1561399977791,5,3
Client,1561399977794,5,4
Client,1561399977795,5,1
Server,1561399977797,5,2
Server,1561399977799,5,3
Client,1561399977802,5,4
Client,1561399977804,5,1
Server,1561399977805,5,2
Server,1561399977807,5,3
Client,1561399977809,5,4
Client,1561399977810,5,1
Server,1561399977811,5,2
Server,1561399977812,5,3
Client,1561399977814,5,4
Client,1561399977815,5,1
Server,1561399977816,5,2
Server,1561399977818,5,3
Client,1561399977819,5,4
Client,1561399977820,5,1
Server,1561399977821,5,2
Server,1561399977823,5,3
Client,1561399977824,5,4
Client,1561399977825,5,1
Server,1561399977827,5,2
Server,1561399977828,5,3
Client,1561399977830,5,4
Client,1561399977831,5,1
Server,1561399977832,5,2
Server,1561399977834,5,3
Client,1561399977836,5,4
Client,1561399977837,5,1
Server,1561399977838,5,2
Server,1561399977840,5,3
Client,1561399977842,5,4
Client,1561399977843,5,1
Server,1561399977844,5,2
Server,1561399977845,5,3
Client,1561399977847,5,4
Client,1561399977848,5,1
Server,1561399977849,5,2
Server,1561399977850,5,3
Client,1561399977852,5,4
Client,1561399977853,5,1
Server,1561399977854,5,2
Server,1561399977855,5,3
Client,1561399977856,5,4
Client,1561399977857,5,1
Server,1561399977859,5,2
Server,1561399977860,5,3
Client,1561399977862,5,4
Client,1561399977863,5,1
Server,1561399977864,5,2
Server,1561399977866,5,3
Client,1561399977867,5,4
Client,1561399977868,5,1
Server,1561399977870,5,2
Server,1561399977871,5,3
Client,1561399977873,5,4
Client,1561399977874,5,1
Server,1561399977876,5,2
Server,1561399977877,5,3
Client,1561399977879,5,4
Client,1561399977880,5,1
Server,1561399977882,5,2
Server,1561399977883,5,3
Client,1561399977884,5,4
Client,1561399977885,5,1
Server,1561399977887,5,2
Server,1561399977888,5,3
Client,1561399977889,5,4
Client,1561399977890,5,1
Server,1561399977892,5,2
Server,1561399977892,5,3
Client,1561399977894,5,4
Client,1561399977895,5,1
Server,1561399977896,5,2
Server,1561399977897,5,3
Client,1561399977899,5,4
Client,1561399977900,5,1
Server,1561399977901,5,2
Server,1561399977902,5,3
Client,1561399977904,5,4
Client,1561399977905,5,1
Server,1561399977906,5,2
Server,1561399977907,5,3
Client,1561399977909,5,4
Client,1561399977910,5,1
Server,1561399977912,5,2
Server,1561399977913,5,3
Client,1561399977914,5,4
Client,1561399977915,5,1
Server,1561399977917,5,2
Server,1561399977918,5,3
Client,1561399977919,5,4
Client,1561399977920,5,1
Server,1561399977922,5,2
Server,1561399977923,5,3
Client,1561399977925,5,4
Client,1561399977926,5,1
Server,1561399977927,5,2
Server,1561399977928,5,3
Client,1561399977930,5,4
Client,1561399977932,5,1
Server,1561399977933,5,2
Server,1561399977934,5,3
Client,1561399977936,5,4
Client,1561399977937,5,1
Server,1561399977939,5,2
Server,1561399977940,5,3
Client,1561399977942,5,4
Client,1561399977943,5,1
Server,1561399977945,5,2
Server,1561399977946,5,3
Client,1561399977947,5,4
Client,1561399977949,5,1
Server,1561399977950,5,2
Server,1561399977951,5,3
Client,1561399977953,5,4
Client,1561399977954,5,1
Server,1561399977955,5,2
Server,1561399977957,5,3
Client,1561399977958,5,4
Client,1561399977959,5,1
Server,1561399977961,5,2
Server,1561399977962,5,3
Client,1561399977964,5,4
Client,1561399977965,5,1
Server,1561399977966,5,2
Server,1561399977967,5,3
Client,1561399977969,5,4
Client,1561399977970,5,1
Server,1561399977971,5,2
Server,1561399977972,5,3
Client,1561399977974,5,4
Client,1561399977975,5,1
Server,1561399977977,5,2
Server,1561399977978,5,3
Client,1561399977980,5,4
Client,1561399977981,5,1
Server,1561399977982,5,2
Server,1561399977983,5,3
Client,1561399977985,5,4
Client,1561399977986,5,1
Server,1561399977988,5,2
Server,1561399977989,5,3
Client,1561399977990,5,4
Client,1561399977992,5,1
Server,1561399977993,5,2
Server,1561399977995,5,3
Client,1561399977996,5,4
Client,1561399977998,5,1
Server,1561399977999,5,2
Server,1561399978000,5,3
Client,1561399978002,5,4
Client,1561399978003,5,1
Server,1561399978005,5,2
Server,1561399978006,5,3
Client,1561399978008,5,4
Client,1561399978010,5,1
Server,1561399978012,5,2
Server,1561399978013,5,3
Client,1561399978015,5,4
Client,1561399978016,5,1
Server,1561399978018,5,2
Server,1561399978019,5,3
Client,1561399978021,5,4
Client,1561399978022,5,1
Server,1561399978024,5,2
Server,1561399978025,5,3
Client,1561399978027,5,4
Client,1561399978028,5,1
Server,1561399978029,5,2
Server,1561399978031,5,3
Client,1561399978033,5,4
Client,1561399978034,5,1
Server,1561399978035,5,2
Server,1561399978036,5,3
Client,1561399978038,5,4
Client,1561399978039,5,1
Server,1561399978041,5,2
Server,1561399978042,5,3
